c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_market_name;c_name_color;c_price_updated;c_pop
230751401;560847331;699;2;0;Uncommon;Standard;1000;"Наблюдатель: Mousesports";D2D2D2;1464337250;376
230751401;560854568;5500;1;0;Uncommon;Standard;1000;"Наблюдатель: Evil Geniuses";D2D2D2;1464312063;26
230751401;560868262;449;1;0;Uncommon;Standard;1000;"Наблюдатель: Arrow Gaming";D2D2D2;1464337248;285
230751401;560871545;2645;1;0;Uncommon;Standard;1000;"Наблюдатель: The International";D2D2D2;1464341110;1000
230751401;560877860;500;1;0;Uncommon;Standard;1000;"Наблюдатель: NewBee";D2D2D2;1464316569;242
230751401;560881431;100;1;0;Uncommon;Standard;1000;"Наблюдатель: LGD";D2D2D2;1464351556;1520
230751401;560893268;299;2;0;Uncommon;Standard;1000;"Наблюдатель: MVP Phoenix";D2D2D2;1464337249;579
230751401;560903686;11110;1;0;Uncommon;Standard;1000;"Наблюдатель: DK";D2D2D2;1464337304;12
230751401;560937676;500;1;0;Uncommon;Standard;1000;"Наблюдатель: DK";D2D2D2;1464316610;204
230751401;560938287;100;3;0;Uncommon;Standard;1000;"Наблюдатель: Cloud9";D2D2D2;1464326468;1130
230751401;560940501;124;1;0;Uncommon;Standard;1000;"Наблюдатель: BuLba";D2D2D2;1464317848;1790
230751401;560966299;1500;1;0;Uncommon;Standard;1000;"Наблюдатель: Fnatic";D2D2D2;1464355381;39
230751401;561000192;216;2;0;Uncommon;Standard;1000;"Наблюдатель: DK";D2D2D2;1464337246;542
230751401;561011914;100;1;0;Uncommon;Standard;1000;"Наблюдатель: Mushi";D2D2D2;1464311999;1160
230751401;561056952;2000;1;0;Uncommon;Standard;1000;"Наблюдатель: Ohaiyo";D2D2D2;1464333980;32
230751401;561100604;198;2;0;Uncommon;Standard;1000;"Наблюдатель: Mousesports";D2D2D2;1464337206;515
230751401;561115864;249;2;0;Uncommon;Standard;1000;"Наблюдатель: Arrow Gaming";D2D2D2;1464337249;1080
230751401;561140406;1230;1;0;Uncommon;Standard;1000;"Наблюдатель: CaspeRRR";D2D2D2;1464315830;415
230751401;561385007;3500;1;0;Uncommon;Standard;1000;"Наблюдатель: BurNIng";D2D2D2;1464337191;80
230751401;561399098;216;1;0;Uncommon;Standard;1000;"Наблюдатель: MVP Phoenix";D2D2D2;1464337251;505
230751401;561667175;400;1;0;Uncommon;Standard;1000;"Наблюдатель: G-1 Champions League Season 5";D2D2D2;1464308996;578
230751401;561892142;400;1;0;Uncommon;Standard;1000;"Наблюдатель: The Defense 3";D2D2D2;1464307276;978
230751401;561945096;998;1;0;Uncommon;Standard;1000;"Наблюдатель: MVP Phoenix";D2D2D2;1464337303;267
230751401;562659289;900;1;0;Uncommon;Standard;1000;"Наблюдатель: SOLO";D2D2D2;1464325964;256
230751401;564039907;100;1;0;Uncommon;Standard;1000;"Наблюдатель: YYF";D2D2D2;1464311993;1510
230751401;717452566;119;1;0;Uncommon;Standard;1000;"Наблюдатель: Арен «VeRsuta» Зурабян";D2D2D2;1464311305;1261
230751401;720748367;300;9;0;Uncommon;Standard;1000;"Наблюдатель: iceiceice";D2D2D2;1464326468;423
230751401;722980382;440;4;0;Uncommon;Standard;1000;"Наблюдатель: Virtus.pro";D2D2D2;1464313649;305
230751401;852978085;1000;2;0;Uncommon;Standard;1000;"Наблюдатель: Virtus.pro";D2D2D2;1464330030;263
230751401;853709182;100;1;0;Uncommon;Standard;1000;"Наблюдатель: DK";D2D2D2;1464351555;1170
230751401;932284082;885;1;0;Uncommon;Standard;1000;"Наблюдатель: Arrow Gaming";D2D2D2;1464337236;304
230751401;975375784;126800;1;0;Uncommon;Standard;1000;"Наблюдатель: The Premier League Season 4";D2D2D2;1464349204;1000
230751401;986411327;300000;1;0;Uncommon;Standard;1000;"Наблюдатель: Арен «VeRsuta» Зурабян";D2D2D2;1464341143;0
230751401;1372165086;107;6;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464345537;1505
230751401;1456162863;750;1;0;Uncommon;Standard;1000;"Наблюдатель: StarSeries Season 7";D2D2D2;1464310953;147
230751401;1466240399;140;1;0;Uncommon;Standard;1000;"Наблюдатель: Hao";D2D2D2;1464346798;3157
230751401;1484495074;112;1;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464345532;1027
230751401;1493833628;112;1;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464346838;1438
230751401;1499090685;108;6;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464312048;1694
230751401;1536403419;231;3;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464312072;792
230751401;1545159639;100;3;0;Uncommon;Standard;1000;"Наблюдатель: Ли «Kyxy» Кан Ян";D2D2D2;1464320715;1530
230751401;1561168634;550;1;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464352015;338
230751401;1587446834;208;1;0;Uncommon;Standard;1000;"Наблюдатель: EternaLEnVy";D2D2D2;1464341552;1063
230751401;1636811238;100;1;0;Uncommon;Standard;1000;"Наблюдатель: MVP Phoenix";D2D2D2;1464342185;1620
230751403;253033167;999;1;0;Rare;Standard;1000;"Расписанная руна (Украдено ультов)";D2D2D2;1464321982;470
230751403;253033213;500;1;16;Rare;Standard;1005;"Расписанная руна (Богоподобий)";D2D2D2;1464349232;788
230751403;253033243;395;8;13;Rare;Standard;1005;"Расписанная руна (Приобретено курьеров)";D2D2D2;1464351638;228
230751403;253033254;800;1;0;Rare;Standard;1005;"Расписанная руна (Возвращено к фонтану)";D2D2D2;1464325648;329
230751403;253033455;499;3;1;Rare;Standard;1000;"Расписанная руна (Убито Finger of Death)";D2D2D2;1464313432;323
230751403;253033782;2400;2;0;Rare;Standard;1000;"Расписанная руна (Убито Mystic Flare)";D2D2D2;1464321237;304
230751403;253033978;2000;1;1;Rare;Standard;1005;"Расписанная руна (Маны поглощено)";D2D2D2;1464309755;132
230751403;253034592;2490;1;0;Rare;Standard;1005;"Расписанная руна (Убито уроном по площади)";D2D2D2;1464311675;101
230751403;253034606;1100;1;0;Rare;Standard;1000;"Расписанная руна (Убито после возрождения)";D2D2D2;1464312070;596
230751403;253034629;2200;1;0;Rare;Standard;1000;"Расписанная руна (Repel на врагов)";D2D2D2;1464340842;870
230751403;253042188;800;1;1;Rare;Standard;1000;"Расписанная руна (Убито в облике дракона)";D2D2D2;1464309374;464
230751403;253047831;2500;1;0;Rare;Standard;1000;"Расписанная руна (Earthshock по 2+ героям)";D2D2D2;1464335836;400
230751403;253065073;2200;1;0;Rare;Standard;1000;"Расписанная руна (Применений Ensnare)";D2D2D2;1464340497;235
230751403;253167136;2000;3;0;Rare;Standard;1000;"Расписанная руна (Storm Hammer по 2+ героям)";D2D2D2;1464342224;160
230751403;560567438;2000;1;1;Rare;Standard;1005;"Расписанная руна (Побед)";D2D2D2;1464334507;152
230751403;560567441;400;9;13;Rare;Standard;1005;"Расписанная руна (Установлено вардов)";D2D2D2;1464320937;310
230751403;560585899;1000;1;0;Rare;Standard;1000;"Расписанная руна (Куплено вардов)";D2D2D2;1464325973;141
230751403;560593416;1500;1;1;Rare;Standard;1000;"Расписанная руна (Уничтожено башен)";D2D2D2;1464336995;175
230751403;560596274;515;3;20;Rare;Standard;1005;"Расписанная руна (Помощи)";D2D2D2;1464311761;1528
230751403;560600863;399;6;25;Rare;Standard;1005;"Расписанная руна (Уничтожено казарм)";D2D2D2;1464349804;376
230751403;560602503;600;2;28;Rare;Standard;1005;"Расписанная руна (Первых кровопролитий)";D2D2D2;1464319410;295
230751403;560602520;2498;2;16;Rare;Standard;1005;"Расписанная руна (Побед)";D2D2D2;1464343870;161
230751403;560602531;500;6;8;Rare;Standard;1005;"Расписанная руна (Убийств Рошана)";D2D2D2;1464308974;354
230751403;560602535;890;26;24;Rare;Standard;1005;"Расписанная руна (Убийств)";D2D2D2;1464314886;810
230751403;560604728;1000;3;0;Rare;Standard;1000;"Расписанная руна (Оглушений с помощью Burrowstrike";D2D2D2;1464326204;267
230751403;560608040;1300;2;5;Rare;Standard;1005;"Расписанная руна (Золота потрачено)";D2D2D2;1464351349;173
230751403;560616251;500;8;22;Rare;Standard;1005;"Расписанная руна (Dust на героях)";D2D2D2;1464319451;526
230751403;560620039;6000;1;0;Rare;Standard;1000;"Расписанная руна (Заработано силы)";D2D2D2;1464326079;400
230751403;560620043;14500;2;1;Rare;Standard;1005;"Расписанная руна (Убито Meat Hook)";D2D2D2;1464313503;284
230751403;560634192;2200;1;1;Rare;Standard;1005;"Расписанная руна (Убито Illusory Orb)";D2D2D2;1464326767;60
230751403;560638302;374;4;21;Rare;Standard;1005;"Расписанная руна (Уничтожено башен)";D2D2D2;1464308443;310
230751403;560640679;385;2;0;Rare;Standard;1000;"Расписанная руна (Телепортаций прервано)";D2D2D2;1464336477;553
230751403;560648535;400;1;4;Rare;Standard;1005;"Расписанная руна (Уничтожено зданий)";D2D2D2;1464333202;365
230751403;560648880;2400;1;0;Rare;Standard;1000;"Расписанная руна (Применений Rearm)";D2D2D2;1464314085;94
230751403;560654149;900;1;2;Rare;Standard;1000;"Расписанная руна (Уничтожено казарм)";D2D2D2;1464326416;193
230751403;560655495;800;1;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Laser)";D2D2D2;1464325595;213
230751403;560666242;500;2;3;Rare;Standard;1005;"Расписанная руна (Куплено вардов)";D2D2D2;1464317640;354
230751403;560669680;490;3;0;Rare;Standard;1000;"Расписанная руна (Установлено вардов)";D2D2D2;1464316535;153
230751403;560677760;900;1;0;Rare;Standard;1000;"Расписанная руна (Убийств Рошана)";D2D2D2;1464326098;197
230751403;560683321;8000;1;0;Rare;Standard;1005;"Расписанная руна (Ghost Ship по 3 героям)";D2D2D2;1464343868;230
230751403;560686300;299;1;0;Rare;Standard;1000;"Расписанная руна (Применений Rearm)";D2D2D2;1464307818;756
230751403;560688387;950;1;0;Rare;Standard;1000;"Расписанная руна (Разрушений с помощью Exorcism)";D2D2D2;1464311166;186
230751403;560688388;2200;4;0;Rare;Standard;1000;"Расписанная руна (Украдено интеллекта)";D2D2D2;1464320099;120
230751403;560689312;199;1;1;Rare;Standard;1000;"Расписанная руна (Приобретено курьеров)";D2D2D2;1464321450;905
230751403;560699593;3000;1;0;Rare;Standard;1000;"Расписанная руна (Оглушений с помощью Fissure)";D2D2D2;1464311284;834
230751403;560737916;2000;1;0;Rare;Standard;1005;"Расписанная руна (Крипов очаровано)";D2D2D2;1464340849;79
230751403;560737982;3000;1;0;Rare;Standard;1005;"Расписанная руна (Rip Tide по 3 героям)";D2D2D2;1464340396;247
230751403;560738004;500;1;0;Rare;Standard;1000;"Расписанная руна (Успешных Earthbind)";D2D2D2;1464346030;246
230751403;560738531;2000;1;0;Rare;Standard;1000;"Расписанная руна (Установлено вардов)";D2D2D2;1464333225;43
230751403;560738552;2200;1;0;Rare;Standard;1000;"Расписанная руна (Макс. оглушений Sacred Arrow)";D2D2D2;1464335053;474
230751403;560738585;150;1;0;Rare;Standard;1000;"Расписанная руна (Ловушек активировано)";D2D2D2;1464308465;1007
230751403;560738646;1000;2;0;Rare;Standard;1000;"Расписанная руна (Телепортаций прервано)";D2D2D2;1464353738;211
230751403;560738660;199;5;0;Rare;Standard;1000;"Расписанная руна (Возвращено к фонтану)";D2D2D2;1464321252;1322
230751403;560738719;6000;1;0;Rare;Standard;1000;"Расписанная руна (Прыжков на Omnislash)";D2D2D2;1464325754;335
230751403;560738723;800;3;0;Rare;Standard;1000;"Расписанная руна (Урона по башням Shrapnel)";D2D2D2;1464310182;94
230751403;560738905;198107;1;0;Rare;Standard;1000;"Расписанная руна (Убито после возрождения)";D2D2D2;1464320089;2
230751403;560739082;2500;1;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Epicenter)";D2D2D2;1464340316;37
230751403;560739116;990;1;0;Rare;Standard;1000;"Расписанная руна (Установлено вардов)";D2D2D2;1464326128;179
230751403;560739201;2500;1;0;Rare;Standard;1000;"Расписанная руна (Ghost Ship по 3 героям)";D2D2D2;1464325965;601
230751403;560739267;6000;1;0;Rare;Standard;1000;"Расписанная руна (Прыжков на Omnislash)";D2D2D2;1464325654;350
230751403;560739269;2000;1;0;Rare;Standard;1005;"Расписанная руна (Убийств Рошана)";D2D2D2;1464323532;93
230751403;560739271;412;1;0;Rare;Standard;1000;"Расписанная руна (Побед)";D2D2D2;1464313322;1121
230751403;560739361;2200;5;0;Rare;Standard;1000;"Расписанная руна (Применений Doom)";D2D2D2;1464311962;332
230751403;560739626;500;3;0;Rare;Standard;1000;"Расписанная руна (Убито Rupture)";D2D2D2;1464320099;294
230751403;560739717;299;2;0;Rare;Standard;1005;"Расписанная руна (Оглушений на 4 сек.)";D2D2D2;1464312835;689
230751403;560739740;890;1;0;Rare;Standard;1005;"Расписанная руна (Оглушено Split Earth)";D2D2D2;1464314875;296
230751403;560739890;500;2;0;Rare;Standard;1005;"Расписанная руна (Успешных Earthbind)";D2D2D2;1464326132;246
230751403;560739911;500;3;0;Rare;Standard;1000;"Расписанная руна (Возвращено к фонтану)";D2D2D2;1464340982;170
230751403;560739942;550;1;0;Rare;Standard;1005;"Расписанная руна (Fatal Bonds по всем)";D2D2D2;1464308584;275
230751403;560739957;12000;1;0;Rare;Standard;1005;"Расписанная руна (Лечение Voodoo Restoration)";D2D2D2;1464338328;15
230751403;560740208;3499;4;0;Rare;Standard;1005;"Расписанная руна (Врагов рассечено)";D2D2D2;1464314444;107
230751403;560740298;999;2;1;Rare;Standard;1000;"Расписанная руна (Богоподобий)";D2D2D2;1464314366;350
230751403;560740308;1900;2;0;Rare;Standard;1000;"Расписанная руна (Torrent по 2 героям)";D2D2D2;1464309211;528
230751403;560740323;3200;2;0;Rare;Standard;1000;"Расписанная руна (Убито уроном по площади)";D2D2D2;1464341142;41
230751403;560740362;800;2;0;Rare;Standard;1000;"Расписанная руна (Убийств Ball Lightning)";D2D2D2;1464338891;890
230751403;560740384;500;5;0;Rare;Standard;1000;"Расписанная руна (Успешных Earthbind)";D2D2D2;1464325545;300
230751403;560740393;800;1;0;Rare;Standard;1000;"Расписанная руна (Массовых Silence)";D2D2D2;1464338889;239
230751403;560740413;2500;1;0;Rare;Standard;1000;"Расписанная руна (Убийств Ball Lightning)";D2D2D2;1464326084;30
230751403;560740429;2000;1;0;Rare;Standard;1005;"Расписанная руна (Torrent по 2 героям)";D2D2D2;1464325816;571
230751403;560740460;1200;2;0;Rare;Standard;1000;"Расписанная руна (Glimpse по героям)";D2D2D2;1464340278;128
230751403;560740567;2000;1;1;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464325953;401
230751403;560740569;3814;1;0;Rare;Standard;1000;"Расписанная руна (Убито в Chronosphere)";D2D2D2;1464323949;23
230751403;560740663;8200;1;0;Rare;Standard;1000;"Расписанная руна (Успешных Meat Hook)";D2D2D2;1464316947;621
230751403;560740730;3100;1;0;Rare;Standard;1000;"Расписанная руна (Powershot по 2+ героям)";D2D2D2;1464321245;139
230751403;560740745;800;1;0;Rare;Standard;1000;"Расписанная руна (Урона по башням Shrapnel)";D2D2D2;1464338892;148
230751403;560740862;2000;1;0;Rare;Standard;1000;"Расписанная руна (Fatal Bonds по всем)";D2D2D2;1464310163;76
230751403;560740892;2700;2;0;Rare;Standard;1000;"Расписанная руна (Кол-во 4х Fireblast)";D2D2D2;1464345440;863
230751403;560741015;500;1;2;Rare;Standard;1000;"Расписанная руна (Первых кровопролитий)";D2D2D2;1464323894;376
230751403;560741064;900;1;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Thunder Strike)";D2D2D2;1464326092;247
230751403;560741109;4300;1;0;Rare;Standard;1000;"Расписанная руна (Waning Rift по 3 героям)";D2D2D2;1464326553;21
230751403;560741380;2400;1;0;Rare;Standard;1000;"Расписанная руна (Помощи с Warcry)";D2D2D2;1464323949;97
230751403;560741484;1500;3;0;Rare;Standard;1000;"Расписанная руна (Оглушено с помощью Dragon Tail)";D2D2D2;1464323767;161
230751403;560741629;500;1;0;Rare;Standard;1000;"Расписанная руна (Уничтожено зданий)";D2D2D2;1464323476;184
230751403;560741732;7000;2;0;Rare;Standard;1000;"Расписанная руна (Критов Stifling Dagger)";D2D2D2;1464316796;376
230751403;560741764;1036;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464313111;696
230751403;560742026;800;1;0;Rare;Standard;1005;"Расписанная руна (Двойных убийств ракетами)";D2D2D2;1464325596;133
230751403;560742132;2724;2;1;Rare;Standard;1000;"Расписанная руна (Мульти-убийств уроном по площади";D2D2D2;1464323986;266
230751403;560742768;500;2;1;Rare;Standard;1000;"Расписанная руна (Уничтожено зданий)";D2D2D2;1464326091;308
230751403;560742816;730;1;0;Rare;Standard;1000;"Расписанная руна (Вылечено с помощью Borrowed Time";D2D2D2;1464318162;1014
230751403;560743181;2490;1;0;Rare;Standard;1000;"Расписанная руна (Урон от Ball Lightning)";D2D2D2;1464326735;61
230751403;560743219;4000;1;0;Rare;Standard;1000;"Расписанная руна (Крипов очаровано)";D2D2D2;1464315484;40
230751403;560743450;299;1;0;Rare;Standard;1000;"Расписанная руна (Оглушений на 4 сек.)";D2D2D2;1464338301;689
230751403;560743538;900;3;0;Rare;Standard;1000;"Расписанная руна (Оглушено с помощью Dragon Tail)";D2D2D2;1464339759;227
230751403;560743884;1000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств Рошана)";D2D2D2;1464317165;185
230751403;560744199;3500;2;0;Rare;Standard;1000;"Расписанная руна (Мульти-убийств прорубающей атакой)";D2D2D2;1464341113;207
230751403;560744287;500;2;0;Rare;Standard;1000;"Расписанная руна (Silence по 2+ героям)";D2D2D2;1464340486;282
230751403;560744476;2400;1;0;Rare;Standard;1000;"Расписанная руна (Богоподобий)";D2D2D2;1464341863;80
230751403;560744494;2000;2;0;Rare;Standard;1000;"Расписанная руна (Убито уроном по площади)";D2D2D2;1464339760;146
230751403;560744501;200;1;0;Rare;Standard;1000;"Расписанная руна (Маны поглощено)";D2D2D2;1464328049;1885
230751403;560744607;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464325701;433
230751403;560745327;900;3;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Crypt Swarm)";D2D2D2;1464325597;176
230751403;560745487;800;2;0;Rare;Standard;1005;"Расписанная руна (Установлено вардов)";D2D2D2;1464316533;94
230751403;560745702;500;1;0;Rare;Standard;1000;"Расписанная руна (Уничтожено башен)";D2D2D2;1464316569;526
230751403;560745731;1900;1;0;Rare;Standard;1000;"Расписанная руна (Первых кровопролитий)";D2D2D2;1464341860;86
230751403;560745820;1500;1;4;Rare;Standard;1000;"Расписанная руна (Побед)";D2D2D2;1464325649;345
230751403;560746309;3481;3;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Dragon Slave)";D2D2D2;1464337185;1682
230751403;560746359;1500;3;0;Rare;Standard;1000;"Расписанная руна (Убито врагов под Hex)";D2D2D2;1464308816;743
230751403;560746427;2000;2;1;Rare;Standard;1005;"Расписанная руна (Двойных убийств Static Remnant)";D2D2D2;1464355004;76
230751403;560746510;799;2;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Crypt Swarm)";D2D2D2;1464338955;141
230751403;560746622;2100;1;0;Rare;Standard;1000;"Расписанная руна (Призвано големов)";D2D2D2;1464340619;219
230751403;560746880;2000;1;0;Rare;Standard;1000;"Расписанная руна (Torrent по 2 героям)";D2D2D2;1464325955;571
230751403;560746942;1100;1;1;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464340983;1429
230751403;560747098;400;4;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Thunder Strike";D2D2D2;1464325767;578
230751403;560747110;1100;1;0;Rare;Standard;1000;"Расписанная руна (Двойных убийств Static Remnant)";D2D2D2;1464326209;137
230751403;560747346;1000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464328049;726
230751403;560747620;800;1;0;Rare;Standard;1000;"Расписанная руна (Богоподобий)";D2D2D2;1464316525;493
230751403;560748340;1000;1;0;Rare;Standard;1000;"Расписанная руна (Chronosphere на 2+ героях)";D2D2D2;1464330972;236
230751403;560748517;8000;2;1;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Laguna Blade)";D2D2D2;1464312336;739
230751403;560748993;556;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464315806;1340
230751403;560749184;200;3;0;Rare;Standard;1005;"Расписанная руна (Убито Finger of Death)";D2D2D2;1464333024;1065
230751403;560749384;299;2;0;Rare;Standard;1000;"Расписанная руна (Убито Finger of Death)";D2D2D2;1464307820;880
230751403;560749471;1500;1;0;Rare;Standard;1000;"Расписанная руна (Помощи)";D2D2D2;1464325972;571
230751403;560749518;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464326129;363
230751403;560749575;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464325833;433
230751403;560749694;800;1;0;Rare;Standard;1000;"Расписанная руна (Побед)";D2D2D2;1464328035;584
230751403;560749709;500;3;1;Rare;Standard;1000;"Расписанная руна (Уничтожено башен)";D2D2D2;1464322076;334
230751403;560749901;1000;2;1;Rare;Standard;1000;"Расписанная руна (Получено урона под действием Cal";D2D2D2;1464323772;225
230751403;560749911;800;1;0;Rare;Standard;1000;"Расписанная руна (Silence по 2+ героям)";D2D2D2;1464338889;239
230751403;560750159;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464325727;363
230751403;560750329;1000;1;0;Rare;Standard;1000;"Расписанная руна (Уничтожено зданий)";D2D2D2;1464316231;197
230751403;560750912;2711;3;0;Rare;Standard;1000;"Расписанная руна (Убито владельцев Gem)";D2D2D2;1464349212;640
230751403;560750946;387;1;0;Rare;Standard;1000;"Расписанная руна (Опутано врагов)";D2D2D2;1464323270;1251
230751403;560751030;900;1;0;Rare;Standard;1000;"Расписанная руна (Установлено вардов)";D2D2D2;1464325721;178
230751403;560751140;1500;1;0;Rare;Standard;1000;"Расписанная руна (Побед)";D2D2D2;1464336999;239
230751403;560751348;2500;1;0;Rare;Standard;1000;"Расписанная руна (Богоподобий)";D2D2D2;1464314362;140
230751403;560751520;900;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464328034;903
230751403;560751555;2300;3;0;Rare;Standard;1000;"Расписанная руна (Rip Tide по 3 героям)";D2D2D2;1464321240;325
230751403;560751691;700;1;0;Rare;Standard;1000;"Расписанная руна (Уничтожено казарм)";D2D2D2;1464316178;294
230751403;560752325;1200;2;0;Rare;Standard;1000;"Расписанная руна (Убито Meld)";D2D2D2;1464340487;247
230751403;560752638;1600;4;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Thunder Strike";D2D2D2;1464340275;167
230751403;560752677;15000;1;0;Rare;Standard;1000;"Расписанная руна (Оглушений с помощью Light Strike";D2D2D2;1464337007;296
230751403;560753161;445;1;0;Rare;Standard;1000;"Расписанная руна (Maledict по 2+ героям)";D2D2D2;1464323478;362
230751403;560753324;900;4;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Lucent Beam)";D2D2D2;1464326202;134
230751403;560753491;1100;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464340982;769
230751403;560753626;1500;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464316246;481
230751403;560753708;300;1;0;Rare;Standard;1000;"Расписанная руна (Dust на героях)";D2D2D2;1464328117;513
230751403;560753710;1500;1;0;Rare;Standard;1000;"Расписанная руна (Уничтожено казарм)";D2D2D2;1464326030;133
230751403;560753959;2200;1;0;Rare;Standard;1000;"Расписанная руна (Убийства Battle Hunger)";D2D2D2;1464321239;67
230751403;560754631;3000;1;0;Rare;Standard;1005;"Расписанная руна (Уничтожено казарм)";D2D2D2;1464340395;50
230751403;560754733;341;3;0;Rare;Standard;1000;"Расписанная руна (Ravage по 4 героям)";D2D2D2;1464310706;1352
230751403;560754863;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464326131;410
230751403;560755146;500;2;0;Rare;Standard;1000;"Расписанная руна (Приобретено курьеров)";D2D2D2;1464316611;586
230751403;560755491;1500;1;0;Rare;Standard;1000;"Расписанная руна (Убийств Рошана)";D2D2D2;1464337009;76
230751403;560755501;999999;1;0;Rare;Standard;1000;"Расписанная руна (Убийств Рошана)";D2D2D2;1464354931;0
230751403;560755554;3807;1;0;Rare;Standard;1005;"Расписанная руна (Применений Frostbite)";D2D2D2;1464348983;332
230751403;560755673;998;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464323896;840
230751403;560755812;500;1;0;Rare;Standard;1000;"Расписанная руна (Побед)";D2D2D2;1464340985;1044
230751403;560756067;3100;2;0;Rare;Standard;1000;"Расписанная руна (Ловушек активировано)";D2D2D2;1464321236;85
230751403;560756193;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464325758;363
230751403;560756743;500;2;0;Rare;Standard;1000;"Расписанная руна (Dust на героях)";D2D2D2;1464353739;234
230751403;560757605;480;1;0;Rare;Standard;1005;"Расписанная руна (Уничтожено зданий)";D2D2D2;1464333085;315
230751403;560758025;1000;1;0;Rare;Standard;1000;"Расписанная руна (Помощи)";D2D2D2;1464326226;751
230751403;560758758;900;2;0;Rare;Standard;1005;"Расписанная руна (Убийств с помощью Crypt Swarm)";D2D2D2;1464326084;176
230751403;560758856;370;1;0;Rare;Standard;1000;"Расписанная руна (Убито врагов под Hex)";D2D2D2;1464309215;1951
230751403;560759447;2141;1;0;Rare;Standard;1000;"Расписанная руна (Двойных связок)";D2D2D2;1464336351;512
230751403;560759561;700;1;0;Rare;Standard;1000;"Расписанная руна (Вызвано Serpent Wards)";D2D2D2;1464309221;509
230751403;560760134;1414;1;1;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464315807;510
230751403;560760647;500;2;0;Rare;Standard;1000;"Расписанная руна (Уничтожено казарм)";D2D2D2;1464339738;282
230751403;560760963;2500;1;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Illuminate)";D2D2D2;1464325684;182
230751403;560761356;2000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств)";D2D2D2;1464325847;401
230751403;560761726;800;2;0;Rare;Standard;1005;"Расписанная руна (Убийств с помощью Epicenter)";D2D2D2;1464336930;203
230751403;560762071;3500;1;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Tornado)";D2D2D2;1464323475;265
230751403;560762475;500;2;0;Rare;Standard;1000;"Расписанная руна (Убийств с помощью Eclipse)";D2D2D2;1464323528;154
230751403;560762561;1000;1;0;Rare;Standard;1000;"Расписанная руна (Убийств Рошана)";D2D2D2;1464340985;180
230751403;560763013;1000;1;0;Rare;Standard;1000;"Расписанная руна (Waning Rift по 3 героям)";D2D2D2;1464325610;111
230751403;560763253;2400;2;0;Rare;Standard;1000;"Расписанная руна (Убито Breathe Fire)";D2D2D2;1464341200;64
230751403;560763764;800;1;0;Rare;Standard;1000;"Расписанная руна (Призвано големов)";D2D2D2;1464309373;378
230751403;560763850;3300;1;0;Rare;Standard;1000;"Расписанная руна (Куплено вардов)";D2D2D2;1464309886;41
230751403;560764048;1500;1;1;Rare;Standard;1000;"Расписанная руна (Убито с Frost Arrow)";D2D2D2;1464309177;545
230751403;560764970;1000;1;0;Rare;Standard;1000;"Расписанная руна (Dream Coil по 3 героям)";D2D2D2;1464326130;179
